show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,id,duration_int,duration_type
s442,movie,bullhead,nan,nan,nan,2021-07-15,2011,r,129 min,"crime, drama","cattle farmer jacky, initiates a shady deal with a notorious mafioso meat trader. when an investigating federal agent is assassinated & a woman from his traumatic past resurfaces, he must face the far-reaching consequences of his decisions.",76,hs442,129,min
s443,movie,cheap thrills,nan,nan,nan,2021-07-15,2014,nan,87 min,"comedy, thriller","a couple engages two friends in a series of dares in exchange for money, with each challenge upping the ante in both reward and boundaries.",21,hs443,87,min
s444,movie,enforcement,nan,nan,nan,2021-07-15,2021,nan,108 min,"crime, drama, thriller","two police officers patrolling a massive housing project find themselves trapped in a maze of buildings and conflict when news of a 19-year-old's death under police custody spreads, igniting the community's youth to seek revenge.",17,hs444,108,min
s445,movie,exit plan,nan,nan,nan,2021-07-15,2020,nan,90 min,horror,insurance claims investigator max (nikolaj coster-waldau) follows the clues of a mysterious death to a remote hotel that specializes in assisted suicide. his search uncovers disturbing revelations that he may not be able to escape.,16,hs445,90,min
s446,movie,i declare war,nan,nan,nan,2021-07-15,2014,nan,94 min,"action, adventure, comedy","a group of friends play an innocent game of capture the flag, arming themselves with nothing more than sticks & their imagination. one day the game takes on a more serious tone as their imaginations take them beyond the rules of the game.",47,hs446,94,min
s447,movie,mood indigo,nan,nan,nan,2021-07-15,2013,nan,95 min,"drama, romance","set in a surreal paris, michel gondry finds inspiration from boris vian's cult novel to provide the foundation for this visionary and romantic love story starring audrey tautou (amélie) and romain duris.",2,hs447,95,min
s448,movie,pieta,nan,nan,nan,2021-07-15,2012,nan,104 min,"drama, mystery","in this haunting story, a loan shark lives a lonely existence. a woman appears, claiming to be his long-lost mother. he gradually accepts her but, he realizes it may be too late to escape the horrific consequences from his previous life.",90,hs448,104,min
s449,movie,raiders!: the story of the greatest fan film ever made,nan,nan,nan,2021-07-15,2016,nan,93 min,documentaries,"after steven spielberg's classic raiders of the lost ark was released 35 years ago, three 11-year-old boys set out on what would become a 7-year-long labor of love and tribute to their favorite film: a shot-for-shot remake of the film.",54,hs449,93,min
s450,tv show,sonny boy,nan,nan,nan,2021-07-15,2021,nan,1 season,"anime, international","it’s an ordinary summer vacation...except for the fact that nagara’s high school has mysteriously drifted into another dimension. as the students develop strange new powers and form new rivalries, can they survive the alien environment – and each other?",52,hs450,1,season
s451,movie,the act of killing,nan,nan,nan,2021-07-15,2012,nan,122 min,"crime, drama","filmmaker joshua oppenheimer and documentary titans, werner herzog and errol morris examine a country where indonesian death squad leaders are celebrated as heroes, challenging them to reenact their real-life mass-killings.",9,hs451,122,min
s452,movie,the complex: lockdown,nan,nan,nan,2021-07-15,2020,nan,79 min,science fiction,"in the aftermath of a major bioweapons attack in london, dr amy tenant and a former colleague dr rees wakefield find themselves in a locked-down laboratory. as spies breach the perimeter, our scientists find themselves trapped inside the complex.",74,hs452,79,min
s453,movie,the congress,nan,nan,nan,2021-07-15,2013,nan,122 min,"adult animation, drama, science fiction",an aging actress (robin wright) agrees to preserve her digital likeness for a studio to use in any future films it likes.,56,hs453,122,min
s454,movie,the connection,nan,nan,nan,2021-07-15,2015,r,136 min,"horror, thriller","a stylish, crime thriller inspired by true events, the connection tells the story of magistrate pierre michel (jean dujardin) and his crusade to dismantle the most notorious drug smuggling operation in history: the french connection.",52,hs454,136,min
s455,movie,the final member,nan,nan,nan,2021-07-15,2014,r,72 min,"documentaries, international","thirty miles from the arctic circle, stands the world's only penis museum. over 40 years, the founder and curator has collected every specimen from every mammal except for one: the human specimen.",50,hs455,72,min
s456,movie,the fp,nan,nan,nan,2021-07-15,2012,r,83 min,comedy,"two rival gangs feud for control of rural wasteland frazier park ('the fp') in the deadly arena of competitive dance-fight video game ""beat-beat revelation.""",40,hs456,83,min
s457,movie,the keeping room,nan,nan,nan,2021-07-15,2015,r,95 min,"drama, history, thriller","in this radically reimagined american western set towards the end of the civil war, southerner augusta encounters two renegade, drunken soldiers who are on a mission of pillage and violence.",63,hs457,95,min
s458,tv show,backyard builds,nan,nan,nan,2021-07-14,2017,tv-g,4 season,"lifestyle & culture, reality","when indoor space isn’t enough, backyard builds showcases the endless opportunities outdoor areas can provide. the series stars contractor and designer brian mccourt and design expert sarah keenleyside who work with homeowners to maximize their backyard’s potential by creating tailored, one-of-a-kind structures. whether it’s a converted shipping container, cake studio, treehouse village, or outdoor theatre, this contractor and designer duo can extend any living space.",44,hs458,4,season
s459,tv show,cleopatra en el espacio,nan,nan,nan,2021-07-14,2020,nan,3 season,"kids, latino",cleopatra en el espacio es la historia no antes contada de cleopatra adolescente cuando es transportada a una galaxia en el futuro que está regida por gatos parlantes donde ella descubre que es la salvadora anunciada por la profecía.,55,hs459,3,season
s460,tv show,cleopatra in space,nan,nan,nan,2021-07-14,2020,tv-y7,3 season,"adventure, comedy, kids","the first season find cleo learning to adjust to her new school, meeting friends and trying to fit in.",37,hs460,3,season
s461,movie,college football,nan,nan,nan,2021-07-14,1998,tv-g,nan,sports,all of the live and upcoming college football games available on hulu.,78,hs461,nan,nan
s462,tv show,save my reno,nan,nan,nan,2021-07-14,2017,tv-pg,4 season,"lifestyle & culture, reality","cash-conscious homeowners catch a break when sebastian clovis, the savvy contractor, and sabrina smelko, the resourceful designer, toss out overpriced reno quotes and make dreams come true.",61,hs462,4,season
s463,tv show,love island (uk),nan,nan,nan,2021-07-12,2015,tv-ma,7 season,"international, reality, romance","reality show. glamorous singles live in a beautiful villa under the watchful gaze of the audience at home, who have the power to decide who stays and who goes.",21,hs463,7,season
s464,movie,47 meters down,nan,nan,nan,2021-07-10,2017,pg-13,89 min,"horror, thriller","two sisters vacationing in mexico are trapped in a shark cage at the bottom of the ocean. with less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.",13,hs464,89,min
s465,movie,entre nos presents: frankie quiñones: superhomies,nan,nan,nan,2021-07-10,2021,nan,nan,"comedy, international, latino","internet and viral sensation frankie quiñones is joined by his alter-egos creeper and ""jc"" juanita carmelita in this comedy special.",79,hs465,nan,nan
s466,movie,ufc 264,nan,nan,nan,2021-07-10,2021,nan,nan,sports,ufc 264: poirier vs. mcgregor 3,99,hs466,nan,nan
s467,movie,barb and star go to vista del mar,nan,nan,nan,2021-07-09,2021,pg-13,107 min,comedy,from bridesmaids costars and cowriters kristen wiig and annie mumolo comes this comedy about two best friends who leave their small town and embark on the adventure of a lifetime.,94,hs467,107,min
s468,movie,detail: daniel cormier,nan,nan,nan,2021-07-09,2019,nan,nan,sports,ufc legend and former champion daniel cormier breaks down the performances of today's top ufc athletes.,81,hs468,nan,nan
s469,tv show,grown-ish,nan,nan,united states,2021-07-09,2018,tv-14,4 season,"black stories, comedy, sitcom",follow zoey johnson as she heads to college and begins her hilarious journey to adulthood.,34,hs469,4,season
s470,movie,in a world...,nan,nan,nan,2021-07-09,2013,r,93 min,"comedy, drama","in a world follows an underachieving vocal coach motivated by her father, the king of movie-trailer voice-overs, to pursue her aspirations of becoming a voice-over star.",54,hs470,93,min
s471,movie,"pete lee: tall, dark, and pleasant",nan,nan,nan,2021-07-09,2021,tv-ma,nan,"comedy, stand up","conflict-averse comedian pete lee talks sex, drugs and being too nice.",89,hs471,nan,nan
s472,movie,this way up,nan,nan,united kingdom,2021-07-09,2019,2 seasons,nan,"comedy, drama, international","this way up is a comedy drama about moving on, moving forward and trying to find happiness. written by aisling bea (living with yourself, the fall, netflix the comedy line up) she also stars as the charming and funny aine, who is trying to pull her life back together after a “teeny little nervous breakdown"". her sister shona, played by sharon horgan (catastrophe, game night, pulling), is increasingly worried about both her sister and her own relationship issues with her boyfriend, played by aasif mandvi (a series of unfortunate events, halal in the family) and the impending question of marriage.",11,hs472,nan,nan
s473,movie,blippi's summer games,nan,nan,nan,2021-07-08,2021,nan,40 min,kids,"join blippi on a summer extravaganza as he learns about different sports, including basketball, soccer and so much more!",19,hs473,40,min
s474,tv show,murdoch mysteries,nan,nan,"canada, united kingdom",2021-07-08,2008,tv-14,13 season,"drama, international, mystery","set in early 20th century toronto, murdoch mysteries explores the intriguing world of william murdoch, a detective who pioneers innovative forensic techniques to solve some of the city’s most gruesome crimes.",67,hs474,13,season
